Date,Time,Carr,Tracking No.,Firm Name,Item,CD/Other,Type,To
09/30/2013,09/30/2013 04:52:25 PM,DHL,1001913784080002099300796791123632,DEPUY,P040023/0000/0000,1,P,27
09/30/2013,09/30/2013 04:54:07 PM,FedEx,1001891784080002099300560213805009,MEDTRONIC,P060039/0000/0000,1,P,28
09/30/2013,09/30/2013 04:54:37 PM,FedEx,1001913784080002099300796791096223,DEPUY,P040023/0000/0000,1,P,29
09/30/2013,09/30/2013 04:55:18 PM,FedEx,1001897584080002099300560828331090,MEDTRONIC,P920015/0000/0000,1,P,30
09/30/2013,09/30/2013 04:55:53 PM,FedEx,1002261584080002099300802990962434,OPHTEC,P030028/0000/0000,1,P,31
09/30/2013,09/30/2013 04:56:29 PM,UPS,1z8r24600192892612,BD,P970018/0000/0000,1,P,32
09/30/2013,09/30/2013 04:57:23 PM,FedEx,1001891784080002099300796792191757,BOSTON SCIENTIFIC,P960040/0000/0000,1,P,33
09/30/2013,09/30/2013 04:58:09 PM,FedEx,1001891784080002099300796792191757,BOSTON SCIENTIFIC,P010012/0000/0000,0,P,34
09/30/2013,09/30/2013 04:58:42 PM,FedEx,1001853584080002099300872643438690,SORIN GROUP,P900022/0000/0000,1,P,35
09/30/2013,09/30/2013 04:59:18 PM,FedEx,1001853584080002099300872643438690,SORIN GROUP,P950029/0000/0000,1,P,36
09/30/2013,09/30/2013 05:00:06 PM,FedEx,1002245484220002099300873151101434,BIOSENSE WEBSTER,P950005/0000/0000,1,P,37
09/30/2013,09/30/2013 05:00:39 PM,FedEx,1002245484220002099300873151101434,BIOSENSE WEBSTER,P010068/0000/0000,1,P,38
09/30/2013,09/30/2013 05:01:10 PM,FedEx,1001896384080002099300796789352130,ABBOTT,P020047/0000/0000,1,P,39
09/30/2013,09/30/2013 05:01:39 PM,FedEx,1001896384080002099300796789352130,ABBOTT,P040038/0000/0000,1,P,40
09/30/2013,09/30/2013 05:02:07 PM,FedEx,1001896384080002099300796789352130,ABBOTT,P070015/0000/0000,1,P,41
09/30/2013,09/30/2013 05:02:50 PM,FedEx,1001896384080002099300796789352130,ABBOTT,P110019/0000/0000,1,P,42
09/30/2013,09/30/2013 05:03:28 PM,FedEx,1001911984080002099300796788491086,MEDTRONIC,P840001/0000/0000,1,P,43
09/30/2013,09/30/2013 05:03:58 PM,FedEx,1001911984080002099300796788491086,MEDTRONIC,P860004/0000/0000,1,P,44
09/30/2013,09/30/2013 05:04:34 PM,FedEx,1001911984080002099300796788491086,MEDTRONIC,P960009/0000/0000,1,P,45
09/30/2013,09/30/2013 05:05:02 PM,FedEx,1001911984080002099300796788491086,MEDTRONIC,P970004/0000/0000,1,P,46
09/30/2013,09/30/2013 05:05:35 PM,FedEx,1001911984080002099300796788491086,MEDTRONIC,P080025/0000/0000,1,P,47
09/30/2013,09/30/2013 05:06:13 PM,FedEx,1001911984080002099300796788491086,MEDTRONIC,H020007/0000,1,P,48
09/30/2013,09/30/2013 05:07:26 PM,FedEx,1001911984080002099300796788491086,MEDTRONIC,H050003/0000,1,P,49
09/30/2013,09/30/2013 05:07:54 PM,FedEx,1001897584080002099300560828331078,MEDTRONIC,P010015/0000/0000,1,P,50
09/30/2013,09/30/2013 05:08:23 PM,FedEx,1001897584080002099300560828331078,MEDTRONIC,P030036/0000/0000,1,P,51
09/30/2013,09/30/2013 05:08:52 PM,FedEx,1001897584080002099300560828331078,MEDTRONIC,P060039/0000/0000,1,P,52
09/30/2013,09/30/2013 05:09:24 PM,FedEx,1001897584080002099300560828331078,MEDTRONIC,P080006/0000/0000,1,P,53
09/30/2013,09/30/2013 05:09:59 PM,FedEx,1001897584080002099300560828331078,MEDTRONIC,P830061/0000/0000,1,P,54
09/30/2013,09/30/2013 05:10:31 PM,FedEx,1001897584080002099300560828331078,MEDTRONIC,P850089/0000/0000,1,P,55
09/30/2013,09/30/2013 05:11:06 PM,FedEx,1001897584080002099300560828331078,MEDTRONIC,P890003/0000/0000,1,P,56
09/30/2013,09/30/2013 05:11:38 PM,FedEx,1001897584080002099300560828331078,MEDTRONIC,P920015/0000/0000,1,P,57
09/30/2013,09/30/2013 05:12:21 PM,FedEx,1001897584080002099300560828331078,MEDTRONIC,P930039/0000/0000,1,P,58
09/30/2013,09/30/2013 05:13:03 PM,FedEx,1001897584080002099300560828331078,MEDTRONIC,P950024/0000/0000,1,P,59
09/30/2013,09/30/2013 05:13:28 PM,FedEx,1001897584080002099300560828331078,MEDTRONIC,P980050/0000/0000,1,P,60
09/30/2013,09/30/2013 05:13:58 PM,FedEx,1001911984080002099300568761819424,BIOTRONIK,P050023/0000/0000,1,P,61
09/30/2013,09/30/2013 05:14:28 PM,FedEx,1001911984080002099300568761819424,BIOTRONIK,P950037/0000/0000,1,P,62
09/30/2013,09/30/2013 05:15:06 PM,FedEx,1001911984080002099300568761819424,BIOTRONIK,P000009/0000/0000,1,P,63
09/30/2013,09/30/2013 05:15:37 PM,FedEx,1001911984080002099300568761819424,BIOTRONIK,P070008/0000/0000,1,P,64
09/30/2013,09/30/2013 09:05:43 AM,DHL,2lus20993+42000000,LIGHTECH,SUNLAMP,0,R,1
09/30/2013,09/30/2013 09:07:32 AM,DHL,2lus20993+42000000,LIGHTECH,SUNLAMP,0,R,1
09/30/2013,09/30/2013 09:21:03 AM,DHL,2lus20993+48hkg0,SHENYANG,LASER,0,R,2
09/30/2013,09/30/2013 09:21:41 AM,DHL,2lus20993+42000000,ASIA,LASER,0,R,3
09/30/2013,09/30/2013 09:22:58 AM,US Postal Service,70001670001040658021,PARTICLE,LASER,0,R,4
09/30/2013,09/30/2013 09:23:48 AM,FedEx,1005866184190002099300802109583829,JAMCO,LASER,0,R,5
09/30/2013,09/30/2013 09:24:23 AM,FedEx,1001923384100002099300578905458530,RA MEDICAL,LASER,0,R,6
09/30/2013,09/30/2013 09:25:12 AM,UPS,1ze8w0110166467473,IPG,LASER,0,R,7
09/30/2013,09/30/2013 09:26:52 AM,UPS,1ze8w0110166467473,IPG,LASER,0,R,8
09/30/2013,09/30/2013 09:27:41 AM,DHL,8933839143,SPORTON,LASER,1,R,9
09/30/2013,09/30/2013 09:28:43 AM,UPS,1za220t40258871014,VERIFOME,LASER,0,R,10
09/30/2013,09/30/2013 09:29:35 AM,DHL,5893761285,VIEW SONIC,LASER,0,R,11
09/30/2013,09/30/2013 09:30:17 AM,DHL,5893761285,VIEW SONIC,LASER,0,R,12
09/30/2013,09/30/2013 09:31:06 AM,DHL,5893761285,VIEW SONIC,LASER,0,R,13
09/30/2013,09/30/2013 09:31:56 AM,UPS,1za2064v0153519754,DJO,LASER,0,R,14
09/30/2013,09/30/2013 09:32:55 AM,UPS,1za2064v0153519754,DJO,ULTRA SONIC,0,R,15
09/30/2013,09/30/2013 09:33:31 AM,FedEx,1001923384100002099300796786535730,NISSAN,LASER,0,R,16
09/30/2013,09/30/2013 09:34:01 AM,FedEx,1001923384100002099300796786512085,NASSAN,LASER,0,R,17
09/30/2013,09/30/2013 09:37:37 AM,Other,N/A,ROFIN,CE SUB/ ESG,0,R,18
09/30/2013,09/30/2013 09:40:13 AM,Other,N/A,ALMA,CESUB/ESG,0,R,19
09/30/2013,09/30/2013 09:41:09 AM,Other,N/A,RENISHAW,CESUB/ESG,0,R,20
09/30/2013,09/30/2013 09:42:40 AM,FedEx,1001853584080002099300803723735510,GE,CESUB,1,R,21
09/30/2013,09/30/2013 09:55:42 AM,FedEx,1001923384100002099300796788007832,GENNORAY,CESUB,1,R,22
09/30/2013,09/30/2013 09:58:35 AM,FedEx,1001923384100002099300796788007832,GENORAY,CESUB,1,R,23
09/30/2013,09/30/2013 09:59:27 AM,FedEx,1001923384100002099300796788007832,GENORAY,CESUB,1,R,24
09/30/2013,09/30/2013 10:02:47 AM,FedEx,1001923384100002099300796788007832,GENORAY,CESUB,1,R,25
09/30/2013,09/30/2013 10:04:08 AM,FedEx,1001923384100002099300796788007832,GENORAY,CESUB,1,R,26
09/30/2013,09/30/2013 10:05:05 AM,Other,N/A,FIMSAR,CESUB,1,R,27
09/30/2013,09/30/2013 10:05:58 AM,Other,N/A,LEUZE,CESUB,1,R,28
09/30/2013,09/30/2013 10:07:10 AM,Other,N/A,ELECTRO SCIENTIFIC,CESUB,1,R,29
09/30/2013,09/30/2013 10:08:11 AM,Other,N/A,CHRYSLER,CESUB,1,R,30
